id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,pump_age_yr,date_recorded_age_yr,funder_factorize,installer_factorize,wpt_name_factorize,basin_factorize,subvillage_factorize,region_factorize,lga_factorize,ward_factorize,scheme_management_factorize,permit_factorize,extraction_type_group_factorize,management_factorize,payment_factorize,payment_type_factorize,water_quality_factorize,quality_group_factorize,quantity_factorize,source_factorize,waterpoint_type_factorize,public_meeting_factorize,status_group
9830,300.0,1158,32.42691208,-3.26388654,0,17,3,152,1988,27,2,7,5,40729,5,14214,6,7,555,2,1,5,1,3,3,2,2,1,5,3,0,n/a
33917,50.0,1158,33.82886324,-3.23772663,0,17,2,224,2000,15,3,687,5,38198,4,18642,6,11,868,7,0,6,7,2,2,0,0,0,2,1,0,n/a
10598,50.0,307,38.88747096,-10.39112747,0,8,3,305,2007,8,2,59,57,40730,3,388,13,117,1239,0,0,4,0,2,2,1,1,0,3,2,0,n/a
59390,500.0,250,36.2872376,-8.27091519,0,5,3,2000,2004,11,4,345,5,345,7,20159,19,40,1815,2,1,3,0,1,1,0,0,1,5,2,0,n/a
54288,500.0,1158,33.37181104,-3.5219862,0,17,1,519,1998,17,2,6,5,40731,1,16263,6,16,1289,4,0,3,1,1,1,0,0,1,5,2,0,n/a
63314,50.0,1149,34.88254127,-5.78385239,0,13,3,500,2008,7,2,64,807,4160,4,2134,17,77,1050,0,1,6,0,2,2,0,0,0,3,1,0,n/a
52861,30.0,300,39.0554057,-4.90007827,0,4,8,120,2004,11,4,31,5,40732,2,6765,5,5,198,0,1,3,0,2,2,0,0,3,5,2,0,n/a
7475,50.0,1158,32.61366967,-3.74984831,0,17,3,674,1985,30,2,283,279,40733,1,20160,6,7,521,0,1,1,0,2,2,0,0,0,8,3,0,n/a
45352,500.0,1158,33.37181104,-3.5219862,0,17,1,137,1996,19,2,338,5,40734,1,2470,6,16,881,4,0,3,1,3,3,3,3,2,5,2,0,n/a
71730,50.0,1140,32.35308234,-2.51808594,0,19,5,677,1973,42,4,21,39,40735,1,7039,18,48,1405,5,1,6,4,1,1,0,0,0,8,1,0,n/a
65882,500.0,1300,31.76118627,-1.30709925,0,18,6,208,2002,13,4,25,19,40736,1,179,4,43,173,0,0,0,0,1,1,0,0,0,6,0,0,n/a
6997,200.0,1074,37.05142026,-5.96554019,0,5,1,250,2005,10,4,122,512,254,6,20161,19,80,184,0,1,2,0,4,4,0,0,0,5,2,0,n/a
68972,100.0,781,29.76136769,-4.98992966,0,16,3,350,1987,28,2,102,5,40737,5,13399,12,119,1579,0,1,0,0,6,6,0,0,1,6,1,0,n/a
2064,500.0,1067,35.73040299,-10.5830672,0,10,4,159,1990,25,2,11,184,40738,0,4021,9,106,1394,1,1,4,2,4,4,0,0,3,5,2,2,n/a
65182,500.0,-10,39.04530961,-6.52519087,0,6,1,250,2009,6,4,82,413,40739,6,16780,8,22,380,0,0,4,0,1,1,0,0,0,5,2,0,n/a
27626,300.0,1523,31.82439614,-8.38903447,0,15,2,100,1992,23,4,43,5,40740,8,15951,11,14,526,0,0,5,0,1,1,0,0,1,5,3,0,n/a
9024,500.0,1441,37.29488395,-3.22015842,0,3,4,1,1976,39,2,21,34,40741,2,20162,10,29,229,0,1,0,0,1,1,0,0,0,0,3,2,n/a
33719,300.0,1300,30.85482599,-2.94456875,0,18,30,384,1989,26,4,20,35,40742,5,5898,4,85,1737,0,0,5,0,6,6,0,0,2,5,3,0,n/a
73229,50.0,50,39.16342965,-6.85594302,0,7,2,150,2000,15,2,66,59,40743,6,1897,20,71,1155,4,0,1,1,2,2,0,0,0,3,0,1,n/a
23876,300.0,1158,31.53456757,-3.34774757,0,17,5,1107,1989,26,3,696,5,1000,5,12284,6,45,1536,4,1,5,1,3,3,0,0,1,5,3,1,n/a
9282,500.0,661,36.31128151,-7.46602593,0,11,7,800,2009,6,4,38,30,0,7,20163,0,27,409,0,1,8,0,1,1,0,0,0,3,2,0,n/a
10705,50.0,1341,34.94074296,-4.92881135,0,13,2,1,1970,45,2,25,19,3662,4,4679,17,31,164,0,2,6,0,3,3,3,3,4,3,0,1,n/a
39080,25.0,301,38.81425755,-7.15143958,0,60,33,1,1985,30,4,2018,2281,40744,6,4921,8,101,249,3,0,10,3,1,1,1,1,1,3,2,0,n/a
60222,5.0,1206,37.23312505,-3.25209945,0,3,5,30,1999,16,2,54,46,40745,2,13641,10,56,898,5,1,0,4,2,2,0,0,0,0,0,0,n/a
7205,500.0,1158,33.56375454,-2.8622965,0,17,2,425,1998,17,2,55,5,40746,1,704,6,11,313,4,0,3,1,1,1,0,0,0,5,2,0,n/a
27194,20.0,1190,36.92382050000001,-6.1017918,0,5,1,120,2007,8,4,163,497,40747,6,1263,19,80,665,0,1,0,0,2,2,0,0,0,0,0,0,n/a
61832,500.0,282,36.05364501,-8.87863023,0,5,4,785,1996,19,4,77,5,4,7,7590,19,97,1578,2,1,2,0,1,1,0,0,0,5,2,0,n/a
22547,500.0,2777,35.7522379,-2.91051363,0,2,5,1,2011,4,2,61,302,4,4,20164,15,111,358,9,0,0,8,1,1,0,0,3,1,0,0,n/a
8431,500.0,1140,33.24206203,-2.65873221,0,19,4,579,1998,17,4,124,52,29311,1,4414,18,108,1023,0,1,3,0,1,1,0,0,0,5,2,0,n/a
59404,300.0,298,38.9285343,-10.88961628,0,90,33,1,1985,30,2,95,86,68,3,4694,3,79,1662,0,1,5,0,3,3,1,1,2,5,3,0,n/a
73413,30.0,44,39.06464507,-5.01758931,0,4,4,150,2006,9,4,21,5,40748,2,20165,5,55,84,0,1,0,0,2,2,0,0,0,6,0,0,n/a
31624,500.0,512,37.55777396,-6.9174231,0,5,6,1,2008,7,4,831,5,40749,6,20166,19,62,98,0,1,0,0,6,6,0,0,0,6,0,0,n/a
11456,50.0,30,40.08629157,-10.36654155,0,99,1,300,2006,9,2,191,268,40750,3,22,3,84,1418,2,1,1,0,2,2,0,0,0,3,2,0,n/a
28826,50.0,87,39.13599246,-6.89785923,0,7,2,150,2010,5,2,66,59,40751,6,1799,20,71,499,4,0,1,1,2,2,6,1,0,3,0,1,n/a
31610,500.0,1419,34.61243723,-1.70040447,0,20,2,1150,1995,20,2,20,35,40752,1,17454,1,1,1086,1,1,3,1,3,3,0,0,0,5,2,1,n/a
3182,50.0,1120,36.82038802,-6.09226526,0,1,3,138,2000,15,4,194,23,40753,6,282,14,104,294,0,0,6,0,2,2,1,1,0,3,1,0,n/a
44786,500.0,139,38.41156728,-6.46457994,0,6,1,1735,2005,10,4,59,168,40754,6,20167,8,22,1505,0,0,3,0,1,1,0,0,1,2,2,0,n/a
21835,2000.0,1484,36.12666197,-7.46678338,0,11,7,200,1980,35,4,11,71,0,7,18858,0,27,550,0,1,0,0,0,0,0,0,0,6,0,0,n/a
23067,50.0,1700,33.34801428,-9.19784215,0,12,2,644,1997,18,4,21,87,325,0,18431,16,75,1261,0,0,1,1,4,4,0,0,0,6,0,2,n/a
14486,300.0,255,36.96975694,-7.68311707,0,5,3,395,1995,20,4,77,5,40755,7,15004,19,40,285,8,1,0,0,6,6,0,0,3,6,0,0,n/a
22929,10.0,1194,37.19523571,-3.25867348,0,3,5,35,2001,14,2,54,46,40756,2,5833,10,56,87,5,1,0,4,2,2,0,0,0,0,0,0,n/a
13884,500.0,1865,34.52261269,-9.17905656,0,11,4,78,1993,22,4,11,5,40757,7,17241,0,15,65,6,1,0,5,6,6,0,0,0,0,0,0,n/a
20965,20.0,476,37.80881912,-6.77062331,0,5,2,500,2004,11,4,64,58,4,6,3963,19,69,121,0,1,0,0,2,2,0,0,0,6,0,0,n/a
74024,500.0,2154,34.51821073,-9.30982465,0,11,4,20,1998,17,4,280,277,40758,0,1088,0,15,573,0,1,0,0,4,4,0,0,0,0,0,0,n/a
42108,50.0,130,39.06097872,-7.63155933,0,60,53,1,2009,6,4,122,253,8029,7,276,8,107,751,0,1,6,0,1,1,0,0,1,3,0,0,n/a
1483,500.0,1202,37.63939781,-3.17973411,0,3,1,1,1975,40,2,21,16,40759,2,18917,10,20,990,8,1,0,6,6,6,0,0,0,0,0,0,n/a
47026,500.0,1700,33.89651112,-9.260951,0,12,4,87,2000,15,4,25,19,338,0,358,16,32,346,9,2,0,8,3,3,0,0,0,0,0,0,n/a
16356,20.0,300,37.5726625,-5.433694999999998,1,4,7,1,2008,7,4,331,5,40760,2,623,5,121,1338,0,0,1,0,2,2,1,1,4,3,1,0,n/a
57245,250.0,1289,30.15564822,-4.48024283,0,16,2,450,1984,31,2,102,109,178,5,696,12,42,487,7,1,0,0,6,6,0,0,0,6,0,0,n/a
4953,500.0,1120,35.65713817,-6.02591535,0,1,5,315,1998,17,4,1054,23,17093,4,8965,14,93,197,1,0,3,2,1,1,1,1,0,5,2,0,n/a
70577,500.0,1469,37.04845005,-3.03829506,0,3,7,1,2011,4,2,144,137,40761,4,1987,10,12,373,5,1,0,4,6,6,0,0,0,0,0,0,n/a
62495,500.0,216,36.68576519,-8.14065874,0,5,3,250,1994,21,4,120,113,2769,7,7995,19,40,150,2,1,3,0,1,1,0,0,1,5,2,0,n/a
2578,300.0,1200,32.1177505,-4.64604852,0,14,4,1025,1994,21,3,53,79,40762,5,20168,7,67,1408,0,1,5,0,1,1,1,1,0,5,3,0,n/a
63534,500.0,952,37.39030417,-3.32758908,0,3,4,120,1975,40,2,21,5,40763,2,4471,10,29,1087,0,1,0,0,3,3,0,0,1,0,0,2,n/a
70160,50.0,62,38.78615733,-6.70149022,0,6,2,120,2007,8,4,89,149,40764,6,3485,8,88,405,5,1,1,11,1,1,1,1,1,3,0,0,n/a
65946,50.0,1431,36.68126623,-3.35760121,0,2,2,200,2000,15,2,21,5,11030,2,386,15,24,369,0,1,0,0,2,2,0,0,1,0,0,0,n/a
65908,50.0,1700,32.36076161,-8.64548255,0,12,6,532,2006,9,4,21,28,20693,8,19184,16,68,1375,0,1,1,0,2,2,0,0,0,6,0,2,n/a
19025,100.0,280,36.12943319,-8.88794282,0,5,4,256,1996,19,4,77,5,40765,7,3235,19,97,559,2,1,3,0,0,0,0,0,0,5,2,0,n/a
53654,20.0,300,39.17007249,-4.7658426,0,4,8,1,2009,6,4,5,5,15791,2,6009,5,5,5,0,1,1,0,2,2,1,1,1,4,2,0,n/a
26930,500.0,1200,31.96790289,-4.58698019,0,14,4,1372,2003,12,3,43,5,40766,5,9002,7,67,1940,0,1,3,0,1,1,0,0,1,5,2,0,n/a
38870,500.0,1140,33.33003049,-2.94928233,0,19,4,531,1993,22,4,124,52,40767,1,14749,18,108,641,0,1,2,0,1,1,0,0,3,5,2,0,n/a
9991,50.0,237,39.63154229999999,-10.74977672,0,9,4,400,1982,33,2,106,98,40768,3,9108,3,100,1524,5,1,1,0,2,2,0,0,1,3,0,0,n/a
36580,25.0,1751,35.4857115,-8.01437741,0,11,1,700,2008,7,4,0,0,0,7,2357,0,49,407,0,1,2,0,2,2,0,0,0,3,2,0,n/a
52494,500.0,5,39.03331019,-8.78010071,0,80,13,453,1987,28,2,21,5,40769,3,20064,13,102,2068,2,1,3,0,1,1,0,0,0,5,2,0,n/a
12054,500.0,427,37.17713128,-6.76088779,0,5,1,260,1982,33,4,216,211,708,6,20169,19,80,602,0,1,5,1,6,6,5,5,1,5,3,0,n/a
28427,500.0,1700,33.91228053,-9.51596187,0,12,3,87,2000,15,4,11,21,40770,0,12725,16,25,977,0,1,0,0,6,6,0,0,0,0,0,0,n/a
50614,20.0,174,38.36577119,-6.63502902,0,6,1,100,2007,8,4,203,18,4444,6,27,8,22,28,6,1,1,5,2,2,0,0,0,6,0,0,n/a
2456,500.0,1300,31.30389746,-2.74271343,0,18,4,346,1999,16,4,226,5,40771,5,3020,4,59,812,0,1,0,0,1,1,0,0,2,0,0,0,n/a
27366,500.0,1300,30.6380058,-2.68385822,0,18,30,279,2002,13,4,108,100,4622,1,18042,4,85,835,0,0,0,0,1,1,0,0,1,0,0,0,n/a
38417,50.0,1120,35.84171146,-6.50818343,0,1,4,847,2003,12,4,21,284,40772,7,2216,14,21,1431,0,1,1,0,2,2,0,0,1,3,0,0,n/a
57240,200.0,1753,35.20271204,-4.16104615,0,21,3,197,1995,20,2,326,330,40773,4,20170,2,35,1560,0,1,2,0,6,6,0,0,0,3,2,0,n/a
69146,300.0,1353,33.92833727,-1.99248613,0,20,4,250,1985,30,3,20,5,40774,1,5011,1,63,1111,4,0,5,1,3,3,1,1,3,5,3,0,n/a
36139,500.0,1158,33.21112916,-3.64968911,0,17,3,163,1997,18,3,52,45,38,4,7463,6,6,83,4,0,3,1,1,1,0,0,0,5,2,0,n/a
44846,1000.0,455,34.81355694,-11.31157377,0,10,3,120,1992,23,2,11,9,40775,0,5752,9,96,322,0,1,0,0,0,0,0,0,0,0,0,0,n/a
41853,500.0,1300,30.9544516,-1.2551815,0,18,1,468,2002,13,4,21,5,40776,1,10003,4,4,1614,4,1,0,0,1,1,0,0,2,0,0,0,n/a
71306,200.0,926,36.720089,-8.71442378,0,5,4,300,1995,20,4,77,5,34528,7,1558,19,97,269,6,1,0,1,6,6,0,0,0,0,0,0,n/a
48902,500.0,1454,36.64385282,-3.34025364,0,2,2,200,2010,5,2,21,5,40777,2,405,15,24,369,0,1,0,0,1,1,0,0,0,0,0,0,n/a
58072,2000.0,1860,35.54844784,-8.24998598,0,11,2,350,1997,18,4,11,5,0,7,318,0,83,1328,0,1,2,0,0,0,0,0,0,7,2,0,n/a
24744,500.0,1499,36.63862482,-3.31450522,0,2,2,150,2002,13,2,21,5,3987,2,4885,15,24,335,0,1,0,0,1,1,0,0,1,0,0,0,n/a
70781,500.0,1700,34.47267501,-8.58792845,0,12,7,275,1996,19,4,25,19,33558,7,5574,16,41,60,0,0,0,0,1,1,0,0,1,6,0,0,n/a
7736,20.0,-19,38.88880242,-6.44095879,0,6,1,20,2009,6,4,259,168,7240,6,2462,8,22,464,4,0,3,1,2,2,0,0,0,5,2,0,n/a
37497,100.0,44,39.35319707,-6.91449574,0,7,3,20,2000,15,2,66,59,111,6,320,20,73,1174,0,0,6,10,2,2,0,0,0,3,0,0,n/a
10671,500.0,1897,35.42429072,-8.2734564,0,11,2,156,1997,18,4,11,5,0,7,318,0,83,485,0,1,2,0,1,1,0,0,0,5,2,0,n/a
47335,500.0,1655,35.09025097,-9.53251486,0,11,4,15,1998,17,4,154,147,0,0,223,0,15,374,0,0,0,0,1,1,0,0,1,0,0,0,n/a
30147,50.0,1120,35.88825026,-6.05697563,0,1,5,418,2008,7,4,21,5,40778,6,1189,14,93,919,0,0,6,0,1,1,0,0,2,3,0,0,n/a
7026,500.0,1158,32.76139063,-3.29812145,0,17,3,226,2006,9,3,2019,2282,40779,1,20027,6,6,368,0,0,8,0,1,1,1,1,3,3,2,0,n/a
24229,1000.0,1727,35.44195958,-8.09881645,0,11,1,170,2004,11,4,465,487,0,7,597,0,49,407,0,1,0,0,0,0,0,0,0,0,0,0,n/a
29451,300.0,1140,33.38329738,-3.24181249,0,19,4,375,1996,19,4,124,52,40780,1,12414,18,108,712,0,1,5,0,1,1,0,0,0,5,3,0,n/a
50016,500.0,1140,33.40134783,-3.1298482999999995,0,19,4,126,1998,17,4,124,52,40781,1,15581,18,108,915,0,1,3,0,1,1,0,0,0,5,2,1,n/a
20397,300.0,1158,32.60588061,-3.79812421,0,17,3,670,1999,16,2,7,5,4743,1,1002,6,7,1645,2,1,5,0,3,3,2,2,3,5,3,0,n/a
48840,500.0,1079,31.04091896,-5.11086171,0,16,3,6000,2005,10,2,59,5,21470,5,7741,12,18,1417,0,1,3,0,3,3,0,0,0,5,2,0,n/a
56020,500.0,1174,33.9067707,-1.27736613,0,20,6,300,2006,9,3,20,52,40782,1,20171,1,114,1140,2,0,8,0,3,3,0,0,0,5,1,1,n/a
52122,3000.0,1035,29.9272114,-4.81225502,0,16,2,417,1976,39,2,21,5,40783,5,18204,12,18,822,7,1,0,0,0,0,0,0,0,6,0,0,n/a
18322,500.0,1914,35.12580775,-8.38154772,0,11,2,161,1997,18,4,11,5,0,7,318,0,83,599,0,1,2,0,4,4,0,0,0,7,2,0,n/a
51296,500.0,1928,35.28792282,-4.0082258,0,21,3,637,2009,6,2,8,235,40784,4,7057,2,35,533,9,1,8,8,1,1,0,0,0,3,2,0,n/a
33951,300.0,1332,34.10483506,-3.02464878,0,17,1,500,1998,17,2,6,5,40785,1,20172,6,16,14,4,0,3,1,4,4,0,0,1,5,2,0,n/a
10116,20.0,1009,36.71623952,-3.6047541,0,21,4,200,2006,9,2,483,507,233,2,2124,2,2,302,0,1,1,0,2,2,0,0,0,3,0,0,n/a
39021,30.0,52,39.2760934,-7.042368,0,60,43,517,2010,5,4,191,191,40786,6,7976,8,9,371,0,0,1,0,2,2,0,0,0,3,0,0,n/a
28269,200.0,965,29.64872229,-4.76124528,0,16,3,600,1984,31,2,102,5,40787,5,2300,12,18,656,0,1,0,0,6,6,0,0,0,0,0,0,n/a
25176,500.0,1140,33.60041320000001,-2.67638097,0,19,2,215,1998,17,4,20,5,40788,1,415,18,76,254,2,1,3,0,1,1,0,0,1,5,2,0,n/a
51108,500.0,42,39.05663056,-7.35191895,0,60,43,1600,2009,6,4,84,84,190,6,18899,8,9,686,0,0,2,0,1,1,0,0,1,5,2,0,n/a
57511,500.0,271,36.68242444,-8.08935763,0,5,3,150,1998,17,4,77,5,40789,7,1002,19,40,351,2,1,1,0,6,6,0,0,1,3,0,0,n/a
131,500.0,1665,37.91314527,-4.1765641,0,3,3,150,1995,20,2,12,25,1443,2,6680,10,17,469,7,1,0,0,1,1,0,0,0,6,0,0,n/a
20818,200.0,1062,35.76498304,-10.51705003,0,10,5,360,1983,32,2,11,9,40790,0,538,9,10,11,4,0,5,1,6,6,0,0,1,5,3,0,n/a
18685,1000.0,1414,35.52440700000001,-7.72136912,0,11,1,250,1985,30,4,11,71,0,7,16820,0,49,935,0,1,0,0,6,6,0,0,0,1,0,0,n/a
59708,300.0,1300,31.73523156,-1.09569326,0,18,7,719,1996,19,4,392,5,40791,1,18783,4,53,1909,0,1,5,0,1,1,0,0,1,0,0,0,n/a
8780,500.0,1120,35.89027406,-4.70569902,0,1,1,498,2005,10,4,22,5,19054,4,15967,14,26,1280,0,0,0,0,1,1,0,0,0,0,0,0,n/a
57850,500.0,1700,33.64973561,-9.29518212,0,12,4,142,2000,15,4,25,19,40792,0,3623,16,32,585,0,2,0,0,1,1,0,0,0,0,0,0,n/a
19520,500.0,1700,33.69614434,-9.42394519,0,12,4,122,2000,15,4,25,19,0,0,18403,16,32,217,0,2,0,0,1,1,0,0,0,0,0,0,n/a
55299,500.0,1514,34.99157122,-8.88348653,0,11,4,40,2009,6,4,38,65,40793,7,3975,0,15,126,0,0,3,0,6,6,0,0,0,7,2,0,n/a
19421,500.0,1700,33.62106497,-9.17893385,0,12,4,171,2000,15,4,25,19,1809,0,6920,16,32,866,0,2,0,0,1,1,0,0,1,0,0,0,n/a
6806,500.0,1700,33.55932439,-9.26596915,0,12,4,231,2000,15,4,25,19,40794,0,1050,16,32,805,0,2,0,0,1,1,0,0,1,0,0,0,n/a
19429,500.0,2176,34.45581901,-9.31376446,0,11,4,40,1998,17,4,23,2283,40795,0,9178,0,15,573,0,0,0,3,4,4,0,0,1,0,0,0,n/a
44568,500.0,1142,33.56119293,-2.03015969,0,20,4,250,2012,3,2,64,19,40796,1,9934,1,63,902,0,1,0,0,3,3,0,0,4,8,1,0,n/a
17311,500.0,1349,37.62074269,-3.13315795,0,3,1,1,1977,38,2,21,16,4684,2,11035,10,20,745,8,1,0,6,6,6,0,0,1,0,0,0,n/a
7827,500.0,1158,33.20397122,-3.86113789,0,17,3,114,1997,18,3,7,128,40797,4,2258,6,6,486,4,1,3,1,1,1,0,0,3,5,2,0,n/a
67221,500.0,1456,37.11928946,-3.17981533,0,3,7,1,1999,16,2,365,377,40798,2,14022,10,12,1059,5,1,0,4,6,6,0,0,0,0,0,0,n/a
69803,500.0,1158,33.24549827,-3.85600765,0,17,3,187,1997,18,3,52,45,40799,4,9780,6,6,353,4,0,3,1,1,1,0,0,0,5,2,0,n/a
39771,500.0,685,35.52320265,-9.52822032,0,10,2,1,2004,11,2,123,5,40800,7,611,9,106,2051,0,1,4,0,4,4,0,0,3,5,2,0,n/a
54206,500.0,317,39.54879482,-10.39299088,0,80,23,186,1978,37,2,21,102,40801,3,223,13,19,1703,0,0,1,0,2,2,0,0,0,0,0,2,n/a
70278,300.0,332,38.22521923,-10.37272045,0,8,3,230,1982,33,2,21,244,11159,3,4575,13,117,1366,0,0,5,0,1,1,3,3,2,7,1,0,n/a
11631,600.0,829,29.74528278,-4.90073579,0,16,3,125,2009,6,2,17,5,40802,5,632,12,18,832,4,1,0,0,6,6,0,0,0,6,1,0,n/a
47897,500.0,1700,33.49229971,-7.14472778,0,12,1,787,2003,12,4,21,28,11499,8,10496,16,82,1563,0,1,2,0,1,1,0,0,0,5,2,0,n/a
54184,50.0,1137,34.56627382,-4.09098478,0,13,1,265,2008,7,2,7,1050,40803,4,86,17,39,85,6,1,1,5,2,2,0,0,0,3,1,0,n/a
21662,500.0,1375,34.2909541,-2.96685428,0,17,1,300,2007,8,3,75,68,19675,1,16487,6,16,297,4,0,3,1,1,1,0,0,0,5,2,0,n/a
22557,500.0,65,38.77427700000001,-6.81966108,0,6,2,50,2010,5,4,143,5,40804,6,8369,8,88,216,0,1,3,0,1,1,0,0,1,5,2,0,n/a
61755,500.0,1120,35.31305436,-6.31017498,0,1,6,1255,1998,17,4,21,89,2416,4,276,14,95,1832,0,1,3,0,1,1,1,1,0,5,2,0,n/a
29977,500.0,1365,34.2725576,-1.74659529,0,20,2,834,2010,5,2,84,84,10353,1,1852,1,1,546,1,2,0,2,3,3,0,0,3,1,0,1,n/a
28121,500.0,1158,32.33220385,-4.34770743,0,14,4,501,2002,13,3,289,757,40805,5,92,6,7,1685,0,1,8,0,1,1,0,0,0,5,2,0,n/a
61978,10.0,924,37.06193717,-3.38863671,0,3,5,350,1999,16,2,54,46,3035,2,2905,10,56,1142,5,1,0,4,2,2,0,0,0,0,0,0,n/a
71029,500.0,416,38.11101493,-4.70592872,0,4,2,350,2009,6,4,240,5,7212,2,6081,5,44,651,0,0,8,0,1,1,1,1,0,5,2,0,n/a
59965,500.0,1700,33.87511174,-9.66903381,0,12,3,313,2000,15,4,11,21,40806,0,11058,16,25,32,0,1,0,0,1,1,0,0,2,0,0,0,n/a
71545,1000.0,2156,34.4822372,-9.35243975,0,11,4,20,1995,20,4,1325,1489,40807,0,2,0,15,573,0,1,0,0,0,0,0,0,0,0,0,0,n/a
41633,1000.0,337,37.6647632,-6.16497925,0,5,6,20,1981,34,4,58,34,40808,6,7051,19,62,612,0,1,2,0,6,6,0,0,0,5,2,0,n/a
39352,50.0,1120,35.62548875,-5.98921848,0,1,5,315,2000,15,4,22,23,190,4,20173,14,93,197,0,0,6,3,2,2,0,0,2,3,1,0,n/a
31151,10.0,1084,36.64845386,-3.55089696,0,2,2,150,2000,15,2,21,5,40809,2,2013,15,24,369,0,1,0,0,2,2,0,0,0,0,0,0,n/a
66436,1500.0,735,37.56072226,-3.53756664,0,3,2,50,2009,6,2,21,16,40810,2,136,10,57,295,6,1,1,5,6,6,0,0,1,3,0,0,n/a
63946,500.0,1570,36.74608198,-3.34304163,0,2,2,200,2007,8,2,59,5,117,2,20174,15,24,1075,0,1,0,0,1,1,0,0,0,0,1,0,n/a
3593,1000.0,1700,32.99542358,-9.34842095,0,12,5,136,2000,15,4,25,19,4,0,16047,16,60,261,0,0,11,0,3,3,1,1,1,3,2,0,n/a
26620,500.0,1158,33.37181104,-3.5219862,0,17,1,450,1993,22,2,6,5,18,1,20175,6,16,736,4,0,2,1,3,3,0,0,0,5,2,1,n/a
38188,25.0,-15,38.71681335,-6.6442107,0,6,1,50,1998,17,4,773,77,5638,6,5133,8,22,1386,0,0,1,0,2,2,5,5,0,6,0,0,n/a
34213,500.0,1563,37.43886303,-3.29962123,0,3,4,50,1974,41,2,21,5,40811,2,1014,10,29,576,0,1,0,0,3,3,0,0,0,0,0,0,n/a
21118,500.0,1120,36.46641894,-6.217867299999999,0,1,3,532,1998,17,4,272,803,688,6,282,14,104,1096,0,0,0,0,0,0,0,0,2,0,1,0,n/a
4549,500.0,1701,34.91688189,-9.04160465,0,11,4,80,2007,8,4,21,5,40812,7,20176,0,15,666,0,0,0,0,6,6,0,0,0,0,0,0,n/a
53298,500.0,1270,36.76076453,-3.38653098,0,2,7,49,2010,5,2,45,37,40813,2,71,15,38,70,0,1,0,0,3,3,0,0,0,0,0,0,n/a
71996,500.0,1300,31.02555518,-1.71624411,0,18,1,244,2009,6,4,303,5,40814,1,7169,4,4,1401,2,1,4,0,1,1,0,0,0,5,2,0,n/a
26116,500.0,1715,35.32801164,-8.20819858,0,11,2,156,2000,15,4,151,5,0,7,2505,0,83,485,0,1,2,0,1,1,0,0,0,5,2,0,n/a
49245,50.0,1140,33.43525062,-2.59138573,0,19,2,657,1973,42,4,20,5,1297,1,14558,18,76,950,0,1,6,0,1,1,0,0,0,3,1,0,n/a
35201,6.0,1347,37.46830855,-3.33120965,0,3,4,40,2008,7,2,29,5,40815,2,20177,10,29,203,5,1,0,8,2,2,0,0,0,0,0,0,n/a
60753,500.0,1700,33.12664877,-8.97926367,0,12,6,68,1995,20,4,38,30,40816,8,20178,16,68,447,0,0,3,0,4,4,0,0,1,5,2,0,n/a
62945,500.0,210,38.853044,-10.02983195,0,80,53,1350,2010,5,2,59,503,545,3,20179,13,51,510,0,0,3,0,1,1,0,0,0,5,2,0,n/a
53722,500.0,215,38.12036289,-6.76240098,0,5,2,200,2000,15,4,64,58,41,6,2026,19,69,813,0,1,0,0,1,1,0,0,3,1,0,0,n/a
364,500.0,348,37.79698308,-6.05763113,0,5,6,1,2011,4,4,2020,559,40817,6,5725,19,62,976,0,1,9,0,1,1,0,0,0,5,2,0,n/a
53340,500.0,1700,32.85261562,-8.98332897,0,12,6,279,1995,20,4,38,30,15991,8,9801,16,68,174,0,0,3,0,4,4,0,0,1,5,2,0,n/a
37073,500.0,1151,32.9312498,-2.07518048,0,19,1,250,2005,10,4,20,5,1862,1,46,18,90,735,2,1,3,0,4,4,0,0,1,5,2,0,n/a
21170,500.0,1517,38.36784841,-4.7549519,6,4,1,1,2000,15,4,153,145,40818,2,20180,5,37,396,0,1,0,0,1,1,0,0,0,0,0,0,n/a
2000,1000.0,342,36.51914389,-8.52123962,0,5,4,253,2010,5,4,196,5,763,7,1137,19,97,911,2,1,3,0,6,6,0,0,0,5,2,0,n/a
6847,500.0,1140,33.08579615,-2.6398872200000003,0,19,6,1972,2002,13,4,50,82,128,5,555,18,34,1298,0,1,8,0,6,6,0,0,1,3,2,0,n/a
64167,50.0,1306,34.57491529,-5.79269836,0,13,3,560,1972,43,2,85,66,1,7,12956,17,77,311,0,0,6,0,1,1,1,1,0,3,1,0,n/a
22019,500.0,1313,34.95362939,-10.92606327,0,10,3,30,1994,21,2,11,9,40819,0,6735,9,96,1125,0,1,0,0,3,3,0,0,2,0,0,1,n/a
29755,200.0,1506,34.80333353,-4.3637319,0,13,1,215,1997,18,2,53,79,40820,4,20181,17,39,944,0,1,3,0,4,4,0,0,0,5,2,0,n/a
24897,500.0,2133,34.77461019,-9.4782662,0,11,4,30,2009,6,4,59,13,0,7,3892,0,15,365,0,0,1,0,6,6,0,0,0,0,0,0,n/a
53849,500.0,1158,34.36922313,-3.0306837000000004,0,17,6,130,1998,17,3,7,11,40821,1,7958,6,13,918,4,1,3,1,1,1,0,0,1,5,2,0,n/a
41234,200.0,855,36.71516297,-8.64626921,0,5,4,300,1985,30,4,77,5,7160,7,9793,19,97,1704,5,1,0,0,6,6,0,0,2,6,0,0,n/a
